// Sabine
// Database File
// 
// Item names are vitally important when using early clients, because
// items are identified by them, instead of using their ids. This file
// contains the names, or "string ids" of the items that were available
// in select early clients, so the server can send the correct strings.
// If you change the name of an item, be sure to also change it in the
// client. The names being the ids also causes issues in general, because
// the official item name table in the alpha client contains names that
// are too long and don't work. For this reason, this server requires a
// modified alpha client, because many items would otherwise crash the
// client, when it can't find the correct sprites. Check the docs folder
// for more information.
// 
// Values: id, name, alphaName, betaName, koreanName
// 
// alphaName:
//   The alpha names should be shorter than 16 characters, the maximum
//   length the client can handle, and they should use underscored spaces
//   for consistancy. Internally, the underscores are then removed, to
//   match our aforementioned custom data and to ensure the client doesn't
//   display the underscores.
// 
// betaName:
//   Beta item names must match the names in the client's itemnametable
//   and should use underscores instead of spaces, as the client does.
//   They are replaced with spaces automatically on the client side.
// 
// koreanName:
//   The korean name is important for item descriptions on the alpha
//   and beta clients, as it's needed for the client to find the image
//   displayed in the description window. It needs to match the strings
//   found in the client's item lists, or rather, the names of the sprite
//   and texture files, when read with a Korean encoding.
//---------------------------------------------------------------------------

[
// iRO Alpha (2001-08-30)
//---------------------------------------------------------------------------

// Healing
{ id: 501, name: "Red_Potion", alphaName: "Red_Potion", betaName: "Red_Potion", koreanName: "빨간물약" },
{ id: 1160, name: "Broad_Sword", alphaName: "Broad_Sword", betaName: "Broad_Sword", koreanName: "브로드소드" },
{ id: 1161, name: "Balmung", alphaName: "Balmung", betaName: "Balmung", koreanName: "발뭉" },

// Weapons - Knives
{ id: 1202, name: "Knife", alphaName: "Knife_", betaName: "Knife_", koreanName: "나이프_" },
{ id: 1203, name: "Knife", alphaName: "Knife__", betaName: "Knife__", koreanName: "나이프__" },
{ id: 1205, name: "Cutter", alphaName: "Cutter_", betaName: "Cutter_", koreanName: "커터_" },
{ id: 1206, name: "Cutter", alphaName: "Cutter__", betaName: "Cutter__", koreanName: "커터__" },
{ id: 1208, name: "Main_Gauche", alphaName: "Main-gauche_", betaName: "Main-gauche_", koreanName: "망고슈_" },
{ id: 1209, name: "Main_Gauche", alphaName: "Main-gauche__", betaName: "Main-gauche__", koreanName: "망고슈__" },
{ id: 1211, name: "Dirk", alphaName: "Dirk_", betaName: "Dirk_", koreanName: "더크_" },
{ id: 1212, name: "Dirk", alphaName: "Dirk__", betaName: "Dirk__", koreanName: "더크__" },
{ id: 1214, name: "Dagger", alphaName: "Dagger_", betaName: "Dagger_", koreanName: "대거_" },
{ id: 1215, name: "Dagger", alphaName: "Dagger__", betaName: "Dagger__", koreanName: "대거__" },
{ id: 1217, name: "Stiletto", alphaName: "Stiletto_", betaName: "Stiletto_", koreanName: "스틸레토_" },
{ id: 1218, name: "Stiletto", alphaName: "Stiletto__", betaName: "Stiletto__", koreanName: "스틸레토__" },
{ id: 1220, name: "Gladius", alphaName: "Gladius_", betaName: "Gladius_", koreanName: "그라디우스_" },
{ id: 1221, name: "Gladius", alphaName: "Gladius__", betaName: "Gladius__", koreanName: "그라디우스__" },
{ id: 1223, name: "Fortune_Sword", alphaName: "Forturn_Sword", betaName: "Forturn_Sword", koreanName: "포츈소드" },

// Weapons - 1H Axes
{ id: 1302, name: "Axe", alphaName: "Axe_", betaName: "Axe_", koreanName: "액스_" },
{ id: 1303, name: "Axe", alphaName: "Axe__", betaName: "Axe__", koreanName: "액스__" },
{ id: 1304, name: "Orcish_Axe", alphaName: "Orcish_Axe", betaName: "Orcish_Axe", koreanName: "오키쉬액스" },

// Weapons - 2H Axes
{ id: 1352, name: "Battle_Axe", alphaName: "Battle_Axe_", betaName: "Battle_Axe_", koreanName: "배틀액스_" },
{ id: 1353, name: "Battle_Axe", alphaName: "Battle_Axe__", betaName: "Battle_Axe__", koreanName: "배틀액스__" },
{ id: 1355, name: "Hammer", alphaName: "War_Hammer_", betaName: "War_Hammer_", koreanName: "워해머_" },
{ id: 1356, name: "Hammer", alphaName: "War_Hammer__", betaName: "War_Hammer__", koreanName: "워해머__" },
{ id: 1358, name: "Buster", alphaName: "Buster_", betaName: "Buster_", koreanName: "버스터_" },
{ id: 1359, name: "Buster", alphaName: "Buster__", betaName: "Buster__", koreanName: "버스터__" },
{ id: 1361, name: "Two-handed_Axe", alphaName: "Two-handed_Axe_", betaName: "Two-handed_Axe_", koreanName: "투핸드액스_" },
{ id: 1362, name: "Two-handed_Axe", alphaName: "Two-handed_Axe__", betaName: "Two-handed_Axe__", koreanName: "투핸드액스__" },
{ id: 1363, name: "Bloody_Axe", alphaName: "Brood_Axe", betaName: "Brood_Axe", koreanName: "블러드액스" },

// Weapons - 1H Spears
{ id: 1402, name: "Javelin", alphaName: "Javelin_", betaName: "Javelin_", koreanName: "쟈벨린_" },
{ id: 1403, name: "Javelin", alphaName: "Javelin__", betaName: "Javelin__", koreanName: "쟈벨린__" },
{ id: 1405, name: "Spear", alphaName: "Spear_", betaName: "Spear_", koreanName: "스피어_" },
{ id: 1406, name: "Spear", alphaName: "Spear__", betaName: "Spear__", koreanName: "스피어__" },
{ id: 1408, name: "Pike", alphaName: "Pike_", betaName: "Pike_", koreanName: "파이크_" },
{ id: 1409, name: "Pike", alphaName: "Pike__", betaName: "Pike__", koreanName: "파이크__" },
{ id: 1413, name: "Gungnir", alphaName: "Gungnir", betaName: "Gungnir", koreanName: "궁그닐" },

// Weapons - 2H Spears
{ id: 1411, name: "Lance", alphaName: "Lance_", betaName: "Lance_", koreanName: "랜스_" },
{ id: 1412, name: "Lance", alphaName: "Lance__", betaName: "Lance__", koreanName: "랜스__" },
{ id: 1452, name: "Guisarme", alphaName: "Guisarme_", betaName: "Guisarme_", koreanName: "귀삼_" },
{ id: 1453, name: "Guisarme", alphaName: "Guisarme__", betaName: "Guisarme__", koreanName: "귀삼__" },
{ id: 1455, name: "Glaive", alphaName: "Glaive_", betaName: "Glaive_", koreanName: "글레이브_" },
{ id: 1456, name: "Glaive", alphaName: "Glaive__", betaName: "Glaive__", koreanName: "글레이브__" },
{ id: 1458, name: "Partizan", alphaName: "Partizan_", betaName: "Partizan_", koreanName: "파티잔_" },
{ id: 1459, name: "Partizan", alphaName: "Partizan__", betaName: "Partizan__", koreanName: "파티잔__" },
{ id: 1461, name: "Trident", alphaName: "Trident_", betaName: "Trident_", koreanName: "트라이던트_" },
{ id: 1462, name: "Trident", alphaName: "Trident__", betaName: "Trident__", koreanName: "트라이던트__" },
{ id: 1463, name: "Hallberd", alphaName: "Halberd", betaName: "Halberd", koreanName: "핼버드" },
{ id: 1465, name: "Hallberd", alphaName: "Halberd__", betaName: "Halberd__", koreanName: "핼버드__" },
{ id: 1466, name: "Cresent_Scythe", alphaName: "Crescent_Scythe", betaName: "Crescent_Scythe", koreanName: "크레센트사이더" },

// Weapons - Maces
{ id: 1502, name: "Club", alphaName: "Club_", betaName: "Club_", koreanName: "클럽_" },
{ id: 1503, name: "Club", alphaName: "Club__", betaName: "Club__", koreanName: "클럽__" },
{ id: 1505, name: "Mace", alphaName: "Mace_", betaName: "Mace_", koreanName: "메이스_" },
{ id: 1506, name: "Mace", alphaName: "Mace__", betaName: "Mace__", koreanName: "메이스__" },
{ id: 1508, name: "Smasher", alphaName: "Smasher_", betaName: "Smasher_", koreanName: "스매셔_" },
{ id: 1509, name: "Smasher", alphaName: "Smasher__", betaName: "Smasher__", koreanName: "스매셔__" },
{ id: 1511, name: "Flail", alphaName: "Flail_", betaName: "Flail_", koreanName: "플레일_" },
{ id: 1512, name: "Flail", alphaName: "Flail__", betaName: "Flail__", koreanName: "플레일__" },
{ id: 1514, name: "Morning_Star", alphaName: "Morning_Star_", betaName: "Morning_Star_", koreanName: "모닝스타_" },
{ id: 1515, name: "Morning_Star", alphaName: "Morning_Star__", betaName: "Morning_Star__", koreanName: "모닝스타__" },
{ id: 1517, name: "Sword_Mace", alphaName: "Sword_Mace_", betaName: "Sword_Mace_", koreanName: "소드메이스_" },
{ id: 1518, name: "Sword_Mace", alphaName: "Sword_Mace__", betaName: "Sword_Mace__", koreanName: "소드메이스__" },

// Weapons - Wands
{ id: 1602, name: "Rod", alphaName: "Rod_", betaName: "Rod_", koreanName: "롯드_" },
{ id: 1603, name: "Rod", alphaName: "Rod__", betaName: "Rod__", koreanName: "롯드__" },
{ id: 1605, name: "Wand", alphaName: "Wand_", betaName: "Wand_", koreanName: "완드_" },
{ id: 1606, name: "Wand", alphaName: "Wand__", betaName: "Wand__", koreanName: "완드__" },
{ id: 1608, name: "Staff", alphaName: "Staff_", betaName: "Staff_", koreanName: "스태프_" },
{ id: 1609, name: "Staff", alphaName: "Staff__", betaName: "Staff__", koreanName: "스태프__" },
{ id: 1611, name: "Arc_Wand", alphaName: "Arc_Wand_", betaName: "Arc_Wand_", koreanName: "아크완드_" },
{ id: 1612, name: "Arc_Wand", alphaName: "Arc_Wand__", betaName: "Arc_Wand__", koreanName: "아크완드__" },
{ id: 1613, name: "Mighty_Staff", alphaName: "Might_Staff", betaName: "Might_Staff", koreanName: "마이트스태프" },

// Weapons - Bows
{ id: 1702, name: "Bow", alphaName: "Bow_", betaName: "Bow_", koreanName: "보우_" },
{ id: 1703, name: "Bow", alphaName: "Bow__", betaName: "Bow__", koreanName: "보우__" },
{ id: 1705, name: "Composite_Bow", alphaName: "Composite_Bow_", betaName: "Composite_Bow_", koreanName: "컴포지트보우_" },
{ id: 1706, name: "Composite_Bow", alphaName: "Composite_Bow__", betaName: "Composite_Bow__", koreanName: "컴포지트보우__" },
{ id: 1708, name: "Great_Bow", alphaName: "Great_Bow_", betaName: "Great_Bow_", koreanName: "그레이트보우_" },
{ id: 1709, name: "Great_Bow", alphaName: "Great_Bow__", betaName: "Great_Bow__", koreanName: "그레이트보우__" },
{ id: 1711, name: "Cross_Bow", alphaName: "CrossBow_", betaName: "CrossBow_", koreanName: "크로스보우_" },
{ id: 1712, name: "Cross_Bow", alphaName: "CrossBow__", betaName: "CrossBow__", koreanName: "크로스보우__" },
{ id: 1714, name: "Gakkung", alphaName: "Kakkung", betaName: "Kakkung", koreanName: "각궁" },

// Ammo - Arrows
{ id: 1750, name: "Arrow", alphaName: "Arrow", betaName: "Arrow", koreanName: "화살" },
{ id: 1751, name: "Silver_Arrow", alphaName: "Silver_Arrow", betaName: "Silver_Arrow", koreanName: "은화살" },
{ id: 1752, name: "Fire_Arrow", alphaName: "Fire_Arrow", betaName: "Fire_Arrow", koreanName: "불화살" },

// Armors - Shields
{ id: 2102, name: "Guard", alphaName: "Guard_", betaName: "Guard_", koreanName: "가드_" },
{ id: 2104, name: "Buckler", alphaName: "Buckler_", betaName: "Buckler_", koreanName: "버클러_" },
{ id: 2106, name: "Shield", alphaName: "Shield_", betaName: "Shield_", koreanName: "쉴드_" },
{ id: 2107, name: "Mirror_Shield", alphaName: "Mirror_Shield", betaName: "Mirror_Shield", koreanName: "미러쉴드" },
{ id: 2108, name: "Mirror_Shield", alphaName: "Mirror_Shield_", betaName: "Mirror_Shield_", koreanName: "미러쉴드_" },

// Armors - Headgears
{ id: 2201, name: "Sunglasses", alphaName: "Sunglasses", betaName: "Sunglasses", koreanName: "선글래스" },
{ id: 2202, name: "Sunglasses", alphaName: "Sunglasses_", betaName: "Sunglasses_", koreanName: "선글래스_" },
{ id: 2203, name: "Glasses", alphaName: "Glasses", betaName: "Glasses", koreanName: "글래스" },
{ id: 2204, name: "Glasses", alphaName: "Glasses_", betaName: "Glasses_", koreanName: "글래스_" },
{ id: 2205, name: "Diver_Goggles", alphaName: "Diver's_Goggles", betaName: "Diver's_Goggles", koreanName: "물안경" },
{ id: 2206, name: "Wedding_Veil", alphaName: "Wedding_Veil", betaName: "Wedding_Veil", koreanName: "면사포" },
{ id: 2209, name: "Ribbon", alphaName: "Ribbon_", betaName: "Ribbon_", koreanName: "리본_" },
{ id: 2211, name: "Bandana", alphaName: "Hempen_Hood", betaName: "Hempen_Hood", koreanName: "두건" },
{ id: 2212, name: "Eye_Patch", alphaName: "Eye_Bandage", betaName: "Eye_Bandage", koreanName: "안대" },
{ id: 2213, name: "Kitty_Band", alphaName: "Cat_Hairband", betaName: "Cat_Hairband", koreanName: "고양이머리띠" },
{ id: 2214, name: "Bunny_Band", alphaName: "Bunny_Hairband", betaName: "Bunny_Hairband", koreanName: "토끼머리띠" },
{ id: 2215, name: "Kapra_Band", alphaName: "Flower_Hairband", betaName: "Flower_Hairband", koreanName: "꽃머리띠" },
{ id: 2217, name: "Biretta", alphaName: "Biretta_", betaName: "Biretta_", koreanName: "비레타_" },
{ id: 2219, name: "Flu_Mask", alphaName: "Flu_Mask_", betaName: "Mask_", koreanName: "마스크_" },
{ id: 2220, name: "Hat", alphaName: "Round_Hat", betaName: "Round_Hat", koreanName: "둥근모자" },
{ id: 2221, name: "Hat", alphaName: "Hat_", betaName: "Hat_", koreanName: "햇_" },
{ id: 2221, name: "Hat", alphaName: "Round_Hat_", betaName: "Round_Hat_", koreanName: "둥근모자_" },
{ id: 2224, name: "Goggles", alphaName: "Goggle", betaName: "Goggle", koreanName: "고글" },
{ id: 2225, name: "Goggles", alphaName: "Goggle_", betaName: "Goggle_", koreanName: "고글_" },
{ id: 2227, name: "Cap", alphaName: "Cap_", betaName: "Cap_", koreanName: "캡_" },
{ id: 2228, name: "Helm", alphaName: "Helm", betaName: "Helm", koreanName: "헬름" },
{ id: 2229, name: "Helm", alphaName: "Helm_", betaName: "Helm_", koreanName: "헬름_" },
{ id: 2232, name: "Circlet", alphaName: "Circlet", betaName: "Jewel_Helm", koreanName: "쥬얼헬름" },
{ id: 2233, name: "Circlet", alphaName: "Circlet", betaName: "Jewel_Helm_", koreanName: "쥬얼헬름_" },
{ id: 2236, name: "Santa_Hat", alphaName: "Santa's_Hat", betaName: "Santa's_Hat", koreanName: "산타모자" },
{ id: 2244, name: "Big_Ribbon", alphaName: "Pigtail_Ribbon", betaName: "Pigtail_Ribbon", koreanName: "피그테일리본" },

// Armors - Body
{ id: 2302, name: "Cotton_Shirts", alphaName: "Cotton_Shirt_", betaName: "Cotton_Shirt_", koreanName: "코튼셔츠_" },
{ id: 2304, name: "Jacket", alphaName: "Leather_Jacket_", betaName: "Leather_Jacket_", koreanName: "가죽재킷_" },
{ id: 2305, name: "Adventurer's_Suit", alphaName: "Adventure_Suit", betaName: "Adventure_Suit", koreanName: "어드밴쳐슈츠" },
{ id: 2306, name: "Adventurer's_Suit", alphaName: "Adventurere's_Suit_", betaName: "Adventure_Suit", koreanName: "어드밴쳐슈츠" },
{ id: 2307, name: "Mantle", alphaName: "Mantle", betaName: "Mantle", koreanName: "맨틀" },
{ id: 2308, name: "Mantle", alphaName: "Mantle_", betaName: "Mantle_", koreanName: "맨틀_" },
{ id: 2310, name: "Coat", alphaName: "Coat_", betaName: "Coat_", koreanName: "롱코트_" },
{ id: 2313, name: "Padded_Armor", alphaName: "Padded_Armor_", betaName: "Padded_Armor_", koreanName: "아머_" },
{ id: 2315, name: "Chain_Mail", alphaName: "Chain_Mail_", betaName: "Chain_Mail_", koreanName: "메일_" },
{ id: 2317, name: "Full_Plate", alphaName: "Plate_Armor_", betaName: "Plate_Armor_", koreanName: "플레이트_" },
{ id: 2322, name: "Silk_Robe", alphaName: "Silk_Robe_", betaName: "Silk_Robe_", koreanName: "실크로브_" },
{ id: 2324, name: "Scapulare", alphaName: "Scapulare_", betaName: "Scapulare_", koreanName: "스캐퓰러_" },
{ id: 2326, name: "Saint's_Robe", alphaName: "Saint_Robe_", betaName: "Saint_Robe_", koreanName: "세인트로브_" },
{ id: 2328, name: "Wooden_Mail", alphaName: "Wooden_Mail", betaName: "Wooden_Mail", koreanName: "우든메일" },
{ id: 2329, name: "Wooden_Mail", alphaName: "Wooden_Mail_", betaName: "Wooden_Mail_", koreanName: "우든메일_" },
{ id: 2331, name: "Tights", alphaName: "Tights_", betaName: "Tights_", koreanName: "타이즈_" },
{ id: 2333, name: "Silver_Robe", alphaName: "Silver_Robe_", betaName: "Silver_Robe_", koreanName: "실버로브_" },
{ id: 2336, name: "Thief_Clothes", alphaName: "Thieves_Cloth_", betaName: "Thieves_Cloth_", koreanName: "씨프클로스_" },
{ id: 2338, name: "Wedding_Dress", alphaName: "Wedding_Dress", betaName: "Wedding_Dress", koreanName: "웨딩드레스" },

// Armors - Shoes
{ id: 2402, name: "Sandals", alphaName: "Sandals_", betaName: "Sandals_", koreanName: "샌들_" },
{ id: 2404, name: "Shoes", alphaName: "Shoes_", betaName: "Shoes_", koreanName: "슈즈_" },
{ id: 2406, name: "Boots", alphaName: "Boots_", betaName: "Boots_", koreanName: "부츠_" },
{ id: 2407, name: "Crystal_Pumps", alphaName: "Glass_Shoes", betaName: "Glass_Shoes", koreanName: "유리구두" },

// Armors - Robes
{ id: 2502, name: "Hood", alphaName: "Hood_", betaName: "Hood_", koreanName: "후드_" },
{ id: 2504, name: "Muffler", alphaName: "Muffler_", betaName: "Muffler_", koreanName: "머플러_" },
{ id: 2506, name: "Manteau", alphaName: "Manteau_", betaName: "Manteau_", koreanName: "망토_" },

// Armors - Accessories
{ id: 2604, name: "Glove", alphaName: "Glove", betaName: "Globe", koreanName: "글러브" },
{ id: 2609, name: "Skull_Ring", alphaName: "Skul_Ring", betaName: "Skul_Ring", koreanName: "해골반지" },
{ id: 2610, name: "Gold_Ring", alphaName: "Gold_Ring", betaName: "Gold_Ring", koreanName: "금반지" },
{ id: 2611, name: "Silver_Ring", alphaName: "Silver_Ring", betaName: "Silver_Ring", koreanName: "은반지" },
{ id: 2612, name: "Flower_Ring", alphaName: "Flower_Ring", betaName: "Flower_Ring", koreanName: "꽃반지" },
{ id: 2613, name: "Diamond_Ring", alphaName: "Diamond_Ring", betaName: "Diamond_Ring", koreanName: "다이아반지" },
{ id: 2614, name: "Eye_of_Dullahan", alphaName: "Dullahan_Eye", betaName: "Dullahan_Eye", koreanName: "듀라한아이" },
{ id: 2615, name: "Safety_Ring", alphaName: "Safety_Ring", betaName: "Safety_Ring", koreanName: "세이프티링" },
{ id: 2616, name: "Critical_Ring", alphaName: "Critical_Ring", betaName: "Critical_Ring", koreanName: "크리티컬링" },

// Etc
{ id: 701, name: "Ora_Ora", alphaName: "Ora_Ora", betaName: "Ora_Ora", koreanName: "오라오라" },
{ id: 702, name: "Animal_Gore", alphaName: "Animal_Blood", betaName: "Animal_Blood", koreanName: "가축의피" },
{ id: 703, name: "Hinalle", alphaName: "Hinalle", betaName: "Hinalle", koreanName: "히나레" },
{ id: 704, name: "Aloe", alphaName: "Aloe", betaName: "Aloe", koreanName: "알로에" },
{ id: 705, name: "Clover", alphaName: "Clover", betaName: "Clover", koreanName: "클로버" },
{ id: 706, name: "Four_Leaf_Clover", alphaName: "Four_leaf_Clover", betaName: "Four_leaf_Clover", koreanName: "네잎클로버" },
{ id: 707, name: "Singing_Plant", alphaName: "Singing_Plant", betaName: "Singing_Plant", koreanName: "노래하는풀" },
{ id: 708, name: "Ment", alphaName: "Ment", betaName: "Ment", koreanName: "멘트" },
{ id: 709, name: "Izidor", alphaName: "Izidor", betaName: "Izidor", koreanName: "이지도르" },
{ id: 710, name: "Illusion_Flower", alphaName: "Illusion_Flower", betaName: "Illusion_Flower", koreanName: "환상의꽃" },
{ id: 711, name: "Shoot", alphaName: "Shoot", betaName: "Shoot", koreanName: "새싹" },
{ id: 712, name: "Flower", alphaName: "Flower", betaName: "Flower", koreanName: "꽃" },
{ id: 713, name: "Empty_Bottle", alphaName: "Empty_Bottle", betaName: "Empty_Bottle", koreanName: "빈병" },
{ id: 714, name: "Emperium", alphaName: "Emperium", betaName: "Emperium", koreanName: "엠펠리움" },
{ id: 715, name: "Yellow_Gemstone", alphaName: "Yellow_Gemstone", betaName: "Yellow_Gemstone", koreanName: "옐로우젬스톤" },
{ id: 716, name: "Red_Gemstone", alphaName: "Red_Gemstone", betaName: "Red_Gemstone", koreanName: "레드젬스톤" },
{ id: 717, name: "Blue_Gemstone", alphaName: "Blue_Gemstone", betaName: "Blue_Gemstone", koreanName: "블루젬스톤" },
{ id: 718, name: "Garnet", alphaName: "Dark-red_Jewel", betaName: "Dark-red_Jewel", koreanName: "검붉은보석" },
{ id: 719, name: "Amethyst", alphaName: "Violet_Jewel", betaName: "Violet_Jewel", koreanName: "보라색보석" },
{ id: 722, name: "Pearl", alphaName: "Scarlet_Jewel", betaName: "Scarlet_Jewel", koreanName: "분홍색보석" },
{ id: 723, name: "Ruby", alphaName: "Cardinal_Jewel", betaName: "Cardinal_Jewel", koreanName: "진홍색보석" },
{ id: 724, name: "Cursed_Ruby", alphaName: "Cardinal_Jewel_", betaName: "Cardinal_Jewel_", koreanName: "진홍색보석_" },
{ id: 725, name: "Sardonyx", alphaName: "Red_Jewel", betaName: "Red_Jewel", koreanName: "붉은색보석" },
{ id: 727, name: "Opal", alphaName: "White_Jewel", betaName: "White_Jewel", koreanName: "하얀색보석" },
{ id: 729, name: "Zircon", alphaName: "Bluish_green_Jewel", betaName: "Bluish_green_Jewel", koreanName: "청록색보석" },
{ id: 730, name: "1carat_Diamond", alphaName: "Crystal_Jewel", betaName: "Crystal_Jewel", koreanName: "투명한보석" },
{ id: 731, name: "2carat_Diamond", alphaName: "Crystal_Jewel_", betaName: "Crystal_Jewel_", koreanName: "투명한보석_" },
{ id: 732, name: "3carat_Diamond", alphaName: "Crystal_Jewel__", betaName: "Crystal_Jewel__", koreanName: "투명한보석__" },
{ id: 733, name: "Cracked_Diamond", alphaName: "Crystal_Jewel___", betaName: "Crystal_Jewel___", koreanName: "투명한보석___" },
{ id: 734, name: "Red_Frame", alphaName: "Red_Frame", betaName: "Red_Frame", koreanName: "붉은액자" },
{ id: 735, name: "Chung_Jah", alphaName: "Blue_Porcelain", betaName: "Blue_Porcelain", koreanName: "푸른도자기" },
{ id: 736, name: "China", alphaName: "White_Platter", betaName: "White_Platter", koreanName: "하얀접시" },
{ id: 737, name: "Black_Ladle", alphaName: "Black_Ladle", betaName: "Black_Ladle", koreanName: "검은국자" },
{ id: 738, name: "Pencil_Case", alphaName: "Pencil_Case", betaName: "Pencil_Case", koreanName: "연필꽃이" },
{ id: 739, name: "Rouge", alphaName: "Rouge", betaName: "Rouge", koreanName: "화장품" },
{ id: 740, name: "Puppet", alphaName: "Stuffed_Doll", betaName: "Stuffed_Doll", koreanName: "봉제인형" },
{ id: 741, name: "Poring_Doll", alphaName: "Poring_Doll", betaName: "Poring_Doll", koreanName: "포링인형" },
{ id: 742, name: "Chonchon_Doll", alphaName: "Chonchon_Doll", betaName: "Chonchon_Doll", koreanName: "촌촌인형" },
{ id: 743, name: "Spore_Doll", alphaName: "Spore_Doll", betaName: "Spore_Doll", koreanName: "스포아인형" },
{ id: 744, name: "Bouquet", alphaName: "Bunch_of_Flowers", betaName: "Bunch_of_Flowers", koreanName: "꽃다발" },
{ id: 746, name: "Glass_Bead", alphaName: "Glass_Bead", betaName: "Glass_Bead", koreanName: "유리구슬" },
{ id: 747, name: "Crystal_Mirror", alphaName: "Crystal_Mirror", betaName: "Crystal_Mirror", koreanName: "수정거울" },
{ id: 748, name: "Witherless_Rose", alphaName: "Witherless_Rose", betaName: "Witherless_Rose", koreanName: "시들지않는장미" },
{ id: 749, name: "Frozen_Rose", alphaName: "Ice_Rose", betaName: "Ice_Rose", koreanName: "얼음장미" },
{ id: 750, name: "Baphomet_Doll", alphaName: "Baphomet_Doll", betaName: "Baphomet_Doll", koreanName: "바포메트인형" },
{ id: 751, name: "Osiris_Doll", alphaName: "Osiris_Doll", betaName: "Osiris_Doll", koreanName: "오시리스인형" },
{ id: 752, name: "Rocker_Doll", alphaName: "Grasshopper_Doll", betaName: "Grasshopper_Doll", koreanName: "메뚜기인형" },
{ id: 753, name: "Yoyo_Doll", alphaName: "Monkey_Doll", betaName: "Monkey_Doll", koreanName: "원숭이인형" },
{ id: 754, name: "Racoon_Doll", alphaName: "Raccoondog_Doll", betaName: "Raccoondog_Doll", koreanName: "너구리인형" },
{ id: 756, name: "Rough_Oridecon", alphaName: "Oridecon_Stone", betaName: "Oridecon_Stone", koreanName: "오리데오콘원석" },
{ id: 757, name: "Rough_Elunium", alphaName: "Elunium_Stone", betaName: "Elunium_Stone", koreanName: "에르늄원석" },
{ id: 903, name: "Reptile_Tongue", alphaName: "Reptile_Tongue", betaName: "Reptile_Tongue", koreanName: "파충류혓바닥" },
{ id: 904, name: "Scorpion_Tail", alphaName: "Scorpions_Tail", betaName: "Scorpions_Tail", koreanName: "전갈의꼬리" },
{ id: 909, name: "Jellopy", alphaName: "Jellopy", betaName: "Jellopy", koreanName: "젤로피" },
{ id: 911, name: "Scell", alphaName: "Scell", betaName: "Scell", koreanName: "셀" },
{ id: 922, name: "Orc's_Fang", alphaName: "Orcish_Cuspid", betaName: "Orcish_Cuspid", koreanName: "오크의송곳니" },
{ id: 939, name: "Bee_Sting", alphaName: "Bee's_Sting", betaName: "Bee's_Sting", koreanName: "벌의뒷침" },
{ id: 940, name: "Grasshopper's_Leg", alphaName: "Grasshopper's_Leg", betaName: "Grasshopper's_Leg", koreanName: "메뚜기뒷다리" },
{ id: 942, name: "Yoyo_Tail", alphaName: "Monkey's_Tail", betaName: "Monkey's_Tail", koreanName: "원숭이꼬리" },
{ id: 943, name: "Solid_Shell", alphaName: "Hard_Shell", betaName: "Hard_Shell", koreanName: "매우단단한껍질" },
{ id: 944, name: "Horseshoe", alphaName: "Horseshoe", betaName: "Horseshoe", koreanName: "말발굽" },
{ id: 945, name: "Raccoon_Leaf", alphaName: "Raccoon_Leaf", betaName: "Raccoon_Leaf", koreanName: "너구리나뭇잎" },
{ id: 946, name: "Snail's_Shell", alphaName: "Snail's_Shell", betaName: "Snail's_Shell", koreanName: "달팽이껍질" },
{ id: 947, name: "Horn", alphaName: "Horn", betaName: "Horn", koreanName: "딱딱한뿔" },
{ id: 947, name: "Horn", alphaName: "Horn_of_Bug", betaName: "Horn_of_Bug", koreanName: "벌레더듬이" },
{ id: 948, name: "Bear's_Footskin", alphaName: "Foot_of_Bear", betaName: "Foot_of_Bear", koreanName: "곰발바닥" },
{ id: 949, name: "Feather", alphaName: "Feather", betaName: "Feather", koreanName: "부드러운털" },
{ id: 950, name: "Heart_of_Mermaid", alphaName: "Heart_of_Mermaid", betaName: "Heart_of_Mermaid", koreanName: "인어의심장" },
{ id: 951, name: "Fin", alphaName: "Fin", betaName: "Fin", koreanName: "등지느러미" },
{ id: 952, name: "Cactus_Needle", alphaName: "Cactus_Needle", betaName: "Cactus_Needle", koreanName: "선인장침" },
{ id: 953, name: "Stone_Heart", alphaName: "Stone_Heart", betaName: "Stone_Heart", koreanName: "돌심장" },
{ id: 954, name: "Shining_Scale", alphaName: "Shining_Scale", betaName: "Shining_Scale", koreanName: "빛나는비늘" },
{ id: 955, name: "Worm_Peeling", alphaName: "Worm_Shell", betaName: "Worm_Shell", koreanName: "벌레껍질" },
{ id: 956, name: "Gill", alphaName: "Gill", betaName: "Gill", koreanName: "가시달린아가미" },
{ id: 957, name: "Decayed_Nail", alphaName: "Nail_of_Deceased", betaName: "Nail_of_Deceased", koreanName: "망자의손톱" },
{ id: 959, name: "Stinky_Scale", alphaName: "Rotten_Scale", betaName: "Rotten_Scale", koreanName: "썩은비늘" },
{ id: 960, name: "Nipper", alphaName: "Nipper", betaName: "Nipper", koreanName: "집게발" },
{ id: 961, name: "Conch", alphaName: "Conch", betaName: "Conch", koreanName: "소라" },
{ id: 962, name: "Tentacle", alphaName: "Tentacle", betaName: "Tentacle", koreanName: "촉수" },
{ id: 963, name: "Sharp_scale", alphaName: "Sharp_scale", betaName: "Sharp_scale", koreanName: "날카로운비늘" },
{ id: 964, name: "Crap_Shell", alphaName: "Crap_Shell", betaName: "Crap_Shell", koreanName: "게등껍질" },
